,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_basement,yr_built,zipcode,lat,long,year,month,price_per_sqft,bedroom_category
2207,258500.0,3,2.0,1460,7930,1.0,1460,0,1989,98038,47.359,-122.049,2015,3,177.05479452054794,medium
2208,783000.0,4,2.75,2080,5000,1.0,1470,610,1940,98199,47.6422,-122.403,2015,3,376.4423076923077,medium
2209,1050000.0,5,2.25,2960,7680,1.0,1550,1410,1958,98199,47.6456,-122.389,2014,10,354.72972972972974,large
2210,760000.0,4,2.5,3220,4031,2.0,3220,0,2002,98033,47.688,-122.163,2015,3,236.0248447204969,medium
2211,276000.0,3,1.0,1140,5000,1.0,1140,0,1960,98106,47.5535,-122.362,2014,5,242.10526315789474,medium
2212,550000.0,4,2.0,1660,12377,1.0,1660,0,1966,98008,47.6231,-122.102,2015,3,331.32530120481925,medium
2213,398000.0,4,1.0,1430,6240,1.5,1430,0,1953,98125,47.7272,-122.311,2015,4,278.32167832167835,medium
2214,775000.0,3,3.0,1820,4300,1.5,1620,200,1914,98107,47.6711,-122.364,2015,3,425.8241758241758,medium
2215,1027500.0,4,3.0,3540,10202,2.0,2720,820,1988,98006,47.5471,-122.155,2015,4,290.2542372881356,medium
2216,327000.0,4,1.0,1620,6000,1.5,1620,0,1905,98055,47.4763,-122.206,2014,10,201.85185185185185,medium
2217,564500.0,4,2.75,3100,14568,2.0,3100,0,1995,98019,47.7302,-121.974,2015,4,182.09677419354838,medium
2218,782000.0,4,1.75,1500,6820,1.5,1500,0,1905,98117,47.6794,-122.37,2014,10,521.3333333333334,medium
2219,398000.0,4,2.5,2820,5510,2.0,2820,0,2005,98038,47.3477,-122.024,2015,1,141.13475177304966,medium
2220,257000.0,3,1.75,1850,10920,1.5,1850,0,1915,98034,47.7244,-122.222,2015,1,138.9189189189189,medium
2221,235000.0,4,2.0,1570,9415,2.0,1570,0,1984,98092,47.3168,-122.174,2014,6,149.6815286624204,medium
2222,453000.0,4,2.75,2300,37533,1.0,1550,750,1979,98070,47.3714,-122.431,2014,6,196.95652173913044,medium
2223,535000.0,2,1.0,920,9000,1.0,920,0,1954,98033,47.6831,-122.189,2015,3,581.5217391304348,small
2224,275000.0,3,2.5,1600,7000,2.0,1600,0,1993,98038,47.3534,-122.057,2014,5,171.875,medium
2225,665000.0,3,2.5,2630,10047,2.0,2630,0,1996,98027,47.5515,-122.083,2014,9,252.85171102661596,medium
2226,670000.0,4,2.75,3020,13530,1.0,1540,1480,1977,98052,47.6299,-122.099,2014,8,221.8543046357616,medium
2227,465000.0,3,1.75,1490,10757,1.0,1060,430,1966,98034,47.72,-122.229,2015,4,312.08053691275165,medium
2228,210000.0,3,1.5,1160,5200,1.0,1160,0,1970,98042,47.364,-122.094,2014,10,181.0344827586207,medium
2229,265000.0,4,2.5,2040,4443,2.0,2040,0,2001,98092,47.3182,-122.189,2014,12,129.90196078431373,medium
2230,426000.0,2,2.5,1550,2657,2.0,1550,0,1987,98033,47.7034,-122.188,2015,4,274.83870967741933,small
2231,529219.0,4,2.25,1990,7610,1.0,1290,700,1966,98008,47.6236,-122.103,2014,10,265.9391959798995,medium
2232,600000.0,3,2.25,1900,46609,1.5,1440,460,1969,98072,47.7529,-122.116,2014,7,315.7894736842105,medium
2233,875000.0,5,3.5,3840,8279,2.0,3840,0,2001,98074,47.6039,-122.059,2014,7,227.86458333333334,large
2234,608000.0,4,3.0,2400,7680,1.0,1200,1200,1956,98199,47.6466,-122.389,2015,1,253.33333333333334,medium
2235,220000.0,3,1.0,1660,21514,1.0,1660,0,1973,98022,47.2159,-121.964,2014,11,132.53012048192772,medium
2236,1760000.0,4,5.0,6055,21630,1.0,3555,2500,1996,98006,47.5524,-122.112,2014,8,290.6688687035508,medium
2237,295450.0,3,2.0,2030,17120,1.0,1890,140,1966,98092,47.2953,-122.185,2014,8,145.54187192118226,medium
2238,315000.0,2,1.0,840,5087,1.0,840,0,1925,98118,47.5557,-122.278,2014,11,375.0,small
2239,205000.0,4,2.0,1450,8175,1.0,1450,0,1967,98031,47.3933,-122.195,2015,2,141.3793103448276,medium
2240,310000.0,3,1.5,1460,9908,1.0,1460,0,1952,98148,47.4275,-122.331,2014,7,212.32876712328766,medium
2241,1000000.0,5,1.0,2010,5210,1.5,1890,120,1927,98119,47.6501,-122.37,2015,5,497.5124378109453,large
2242,525000.0,4,2.5,2910,7631,2.0,2910,0,2006,98038,47.3552,-122.001,2014,6,180.41237113402062,medium
2243,284000.0,4,1.75,1880,8800,1.0,1130,750,1960,98168,47.5137,-122.333,2014,7,151.06382978723406,medium
2244,510000.0,3,1.75,2170,26460,1.0,1450,720,1986,98074,47.6147,-122.045,2014,5,235.02304147465438,medium
2245,405000.0,2,1.0,1260,4377,1.0,1260,0,1947,98103,47.6988,-122.354,2014,6,321.42857142857144,small
2246,509950.0,3,2.5,1970,9153,2.0,1970,0,2007,98028,47.7698,-122.268,2014,9,258.8578680203046,medium
2247,600000.0,4,2.25,2090,45738,2.0,2090,0,1987,98053,47.6876,-122.049,2014,10,287.08133971291863,medium
2248,990000.0,4,3.75,3450,4940,2.0,2570,880,2006,98103,47.692,-122.338,2015,4,286.95652173913044,medium
2249,280005.0,3,1.5,1130,7200,1.0,1130,0,1954,98178,47.5041,-122.253,2015,4,247.7920353982301,medium
2250,700000.0,3,1.75,2600,7668,1.0,1300,1300,1968,98010,47.3402,-122.046,2014,9,269.2307692307692,medium
2251,330000.0,3,1.0,1030,7620,1.0,1030,0,1953,98126,47.5281,-122.375,2014,8,320.3883495145631,medium
2252,340000.0,2,1.0,1700,6718,1.0,1230,470,1956,98198,47.4131,-122.331,2015,2,200.0,small
2253,468000.0,2,2.5,1480,2167,2.0,1390,90,2007,98052,47.6658,-122.132,2014,8,316.2162162162162,small
2254,1339000.0,4,2.5,4250,19387,2.0,3260,990,1972,98040,47.5578,-122.212,2014,6,315.05882352941177,medium
2255,515000.0,3,1.75,1600,20873,1.0,1600,0,1955,98006,47.5632,-122.182,2014,9,321.875,medium
2256,245000.0,4,2.0,1870,8750,1.0,1870,0,1977,98022,47.1985,-122.001,2014,11,131.01604278074868,medium
2257,265000.0,3,2.5,1440,7741,1.0,1000,440,1983,98031,47.4042,-122.194,2014,5,184.02777777777777,medium
2258,372400.0,3,2.5,2720,11937,2.0,2720,0,1990,98031,47.4185,-122.212,2015,3,136.91176470588235,medium
2259,390000.0,3,1.5,1240,8410,1.0,1240,0,1948,98155,47.753,-122.328,2015,5,314.51612903225805,medium
2260,208000.0,3,1.0,1020,6120,1.0,1020,0,1967,98002,47.278,-122.205,2015,2,203.92156862745097,medium
2261,273000.0,2,0.5,1180,7750,1.0,590,590,1945,98155,47.769,-122.316,2014,10,231.35593220338984,small
2262,455000.0,5,3.5,3080,7759,2.0,2310,770,2003,98019,47.7454,-121.977,2014,10,147.72727272727272,large
2263,270000.0,4,2.5,1750,6397,2.0,1750,0,1988,98023,47.3082,-122.358,2015,3,154.28571428571428,medium
2264,618000.0,4,2.25,2530,8736,1.0,1210,1320,1958,98008,47.6049,-122.126,2014,7,244.2687747035573,medium
2265,213550.0,3,2.5,1580,8541,2.0,1580,0,1990,98001,47.3334,-122.289,2014,10,135.15822784810126,medium
2266,210000.0,5,1.75,2340,9148,2.0,2340,0,1957,98198,47.4232,-122.324,2014,7,89.74358974358974,large
2267,2750000.0,5,4.0,6300,16065,2.0,4360,1940,2004,98004,47.5922,-122.207,2015,1,436.5079365079365,large
2268,403500.0,4,2.75,2400,3844,1.0,1200,1200,1974,98133,47.7027,-122.347,2014,12,168.125,medium
2269,235000.0,3,1.5,1300,7600,1.0,1300,0,1963,98022,47.2083,-122.005,2015,2,180.76923076923077,medium
2270,287500.0,3,2.0,1760,7147,1.0,880,880,1936,98055,47.4799,-122.232,2015,4,163.35227272727272,medium
2271,546800.0,4,1.5,1520,5910,1.0,1020,500,1946,98115,47.6904,-122.295,2014,9,359.7368421052632,medium
2272,183000.0,3,1.75,1070,8100,1.0,1070,0,1957,98002,47.2853,-122.22,2014,6,171.02803738317758,medium
2273,560000.0,3,2.0,2560,216777,1.0,2560,0,1986,98092,47.295,-122.086,2014,5,218.75,medium
2274,299500.0,3,1.0,1280,6726,1.0,1280,0,1958,98144,47.5724,-122.301,2014,12,233.984375,medium
2275,610000.0,4,2.25,1660,7350,1.0,1660,0,1965,98008,47.6263,-122.124,2014,10,367.4698795180723,medium
2276,288350.0,3,1.5,1860,7963,1.0,1200,660,1963,98188,47.4513,-122.268,2014,6,155.0268817204301,medium
2277,500000.0,2,1.0,950,4500,1.0,850,100,1926,98103,47.6562,-122.354,2014,7,526.3157894736842,small
2278,625000.0,4,2.75,2140,4000,1.0,1190,950,1951,98115,47.6792,-122.287,2014,12,292.05607476635515,medium
2279,418000.0,2,1.5,1480,1349,2.0,1240,240,2007,98136,47.5439,-122.386,2015,4,282.43243243243245,small
2280,660000.0,3,3.0,2260,1825,2.0,1660,600,2002,98122,47.6108,-122.308,2014,8,292.0353982300885,medium
2281,775000.0,4,2.5,2300,6158,2.0,2300,0,1999,98115,47.6943,-122.299,2014,6,336.95652173913044,medium
2282,429500.0,3,2.75,1650,7272,1.0,1230,420,1972,98034,47.7232,-122.174,2015,1,260.3030303030303,medium
2283,569000.0,3,2.0,1990,3000,1.5,1230,760,1908,98112,47.6272,-122.29,2014,11,285.92964824120605,medium
2284,250000.0,4,2.0,1960,7560,1.0,1160,800,1978,98031,47.4081,-122.178,2014,5,127.55102040816327,medium
2285,225000.0,3,1.5,1310,10491,1.0,1310,0,1969,98042,47.3682,-122.148,2014,12,171.75572519083968,medium
2286,530000.0,4,2.75,2450,15002,1.0,2450,0,1974,98166,47.4268,-122.343,2014,5,216.3265306122449,medium
2287,306000.0,3,1.0,910,8658,1.0,910,0,1955,98155,47.7586,-122.303,2014,9,336.2637362637363,medium
2288,517100.0,3,1.75,1580,9719,1.0,1580,0,1962,98056,47.5396,-122.18,2015,4,327.27848101265823,medium
2289,354950.0,3,1.75,1780,9689,1.0,1130,650,1976,98072,47.7628,-122.163,2014,8,199.41011235955057,medium
2290,348000.0,3,1.5,1040,1824,1.0,1040,0,1925,98115,47.6793,-122.3,2015,4,334.61538461538464,medium
2291,522250.0,4,2.5,2340,41600,1.0,1640,700,1977,98077,47.7466,-122.077,2014,7,223.18376068376068,medium
2292,275000.0,3,2.5,1720,8755,1.0,1000,720,1983,98023,47.3186,-122.391,2014,6,159.88372093023256,medium
2293,390000.0,3,1.5,1600,10440,1.0,1600,0,1954,98125,47.7109,-122.311,2014,12,243.75,medium
2294,260000.0,3,1.5,1320,9750,1.0,1320,0,1954,98148,47.4267,-122.331,2014,9,196.96969696969697,medium
2295,585000.0,5,2.75,2350,4178,1.5,1520,830,1922,98112,47.6388,-122.3,2014,7,248.93617021276594,large
2296,605000.0,5,2.75,2740,5616,1.5,1670,1070,1925,98115,47.6866,-122.317,2014,6,220.8029197080292,large
2297,342000.0,4,2.5,2300,6448,2.0,2300,0,2001,98030,47.3813,-122.204,2014,7,148.69565217391303,medium
2298,900000.0,5,3.0,4350,37169,2.0,2950,1400,1972,98005,47.6518,-122.16,2014,8,206.89655172413794,large
2299,252000.0,3,1.75,1430,7700,1.0,980,450,1981,98031,47.3993,-122.183,2015,3,176.2237762237762,medium
2300,357000.0,3,1.75,2400,14012,1.0,2400,0,1971,98003,47.3371,-122.325,2015,2,148.75,medium
2301,370000.0,3,1.0,940,7910,1.0,940,0,1959,98008,47.6181,-122.117,2014,12,393.6170212765957,medium
2302,322500.0,3,1.0,1020,13504,1.0,1020,0,1959,98056,47.5121,-122.17,2015,4,316.1764705882353,medium
2303,210000.0,2,2.0,1680,5756,2.0,1680,0,1910,98002,47.3065,-122.222,2014,6,125.0,small
2304,290000.0,2,1.0,1340,9840,1.0,1340,0,1949,98133,47.7202,-122.339,2014,12,216.4179104477612,small
2305,860000.0,4,3.25,3960,7012,2.0,3960,0,2005,98075,47.5854,-122.08,2014,6,217.17171717171718,medium
2306,302000.0,6,2.0,2650,4621,1.5,2650,0,1911,98118,47.5543,-122.275,2015,2,113.9622641509434,large
2307,369160.0,4,2.25,2120,9680,2.0,2120,0,1965,98003,47.3367,-122.332,2014,8,174.1320754716981,medium
2308,1185000.0,4,2.75,2850,3000,2.5,2530,320,2003,98112,47.6406,-122.304,2015,5,415.7894736842105,medium
2309,993000.0,4,2.0,2850,14810,2.0,2490,360,1954,98004,47.5892,-122.203,2014,9,348.42105263157896,medium
2310,380000.0,6,2.0,1870,6969,1.0,1870,0,1968,98027,47.5342,-122.036,2014,11,203.20855614973263,large
2311,635000.0,4,2.0,2660,8160,1.0,1380,1280,1949,98177,47.7229,-122.359,2014,9,238.7218045112782,medium
2312,260000.0,3,1.0,1190,11120,1.0,1190,0,1947,98024,47.5687,-121.898,2014,10,218.48739495798318,medium
2313,243000.0,2,1.0,1770,5522,1.5,960,810,1943,98178,47.4974,-122.231,2014,5,137.28813559322035,small
2314,1400000.0,4,2.5,2770,8879,2.0,2770,0,2001,98004,47.5831,-122.193,2015,4,505.41516245487367,medium
2315,665000.0,4,2.5,2080,8100,1.0,1220,860,1952,98177,47.7228,-122.369,2014,9,319.71153846153845,medium
2316,898000.0,5,2.25,2700,9000,2.0,2700,0,1987,98007,47.6599,-122.146,2014,9,332.5925925925926,large
2317,583000.0,4,2.75,2200,9453,1.0,1100,1100,1955,98144,47.5744,-122.305,2014,7,265.0,medium
2318,429000.0,4,1.75,2160,7700,2.0,2160,0,1977,98033,47.6976,-122.169,2014,12,198.61111111111111,medium
2319,471000.0,3,2.5,2010,4059,2.0,2010,0,1998,98034,47.7317,-122.197,2014,12,234.32835820895522,medium
2320,1810000.0,3,3.5,3780,8295,2.0,2430,1350,1951,98112,47.6394,-122.29,2015,3,478.83597883597884,medium
2321,739500.0,3,3.25,4460,51177,2.0,4460,0,2005,98042,47.3648,-122.143,2014,10,165.8071748878924,medium
2322,450000.0,3,1.5,1770,17208,1.0,1160,610,1959,98006,47.5659,-122.117,2014,5,254.23728813559322,medium
2323,552500.0,3,1.0,1430,5000,1.0,1430,0,1949,98117,47.6895,-122.37,2015,4,386.3636363636364,medium
2324,437000.0,4,1.75,1700,10642,1.0,850,850,1954,98006,47.5674,-122.142,2015,2,257.05882352941177,medium
2325,270000.0,4,2.0,1830,5220,1.5,1830,0,1951,98118,47.5331,-122.278,2015,1,147.54098360655738,medium
2326,226740.0,3,1.5,1410,8800,1.0,1410,0,1965,98092,47.2927,-122.183,2014,7,160.80851063829786,medium
2327,446500.0,4,2.5,3060,7920,1.0,1810,1250,1974,98028,47.7675,-122.261,2015,2,145.91503267973857,medium
2328,283000.0,3,2.0,1820,15068,2.0,1520,300,1920,98022,47.2103,-121.999,2014,11,155.4945054945055,medium
2329,445000.0,4,1.75,2430,13211,1.5,2430,0,1909,98024,47.5245,-121.926,2014,7,183.1275720164609,medium
2330,250000.0,2,1.0,740,6840,1.0,740,0,1942,98126,47.5172,-122.375,2014,8,337.8378378378378,small
2331,307000.0,3,1.0,770,6552,1.0,670,100,1942,98146,47.5133,-122.372,2015,3,398.7012987012987,medium
2332,315000.0,4,2.75,2200,8580,1.0,1860,340,1991,98023,47.295,-122.37,2014,7,143.1818181818182,medium
2333,555000.0,3,3.0,2920,23085,1.5,1540,1380,1908,98136,47.5159,-122.395,2015,1,190.06849315068493,medium
2334,264900.0,4,2.5,2040,7000,1.0,1250,790,1979,98031,47.4056,-122.176,2015,4,129.85294117647058,medium
2335,510000.0,3,2.0,1600,4510,1.0,990,610,1978,98103,47.6939,-122.34,2014,9,318.75,medium
2336,328000.0,4,2.5,1990,3980,2.0,1990,0,2002,98058,47.4445,-122.17,2014,8,164.82412060301507,medium
2337,358000.0,4,2.5,1830,7308,2.0,1830,0,2002,98038,47.3565,-122.015,2015,5,195.62841530054644,medium
2338,325000.0,3,2.5,2540,4260,2.0,2540,0,2005,98042,47.3989,-122.164,2015,4,127.95275590551181,medium
2339,1365000.0,2,3.25,2700,3444,3.0,2700,0,1990,98075,47.5684,-122.06,2014,7,505.55555555555554,small
2340,230000.0,4,2.0,1440,10800,1.0,1440,0,1967,98001,47.3417,-122.283,2015,3,159.72222222222223,medium
2341,545000.0,3,2.0,1550,4000,1.0,940,610,1955,98199,47.6379,-122.387,2015,4,351.61290322580646,medium
2342,705380.0,3,2.5,2490,4343,2.0,2490,0,2003,98029,47.5493,-121.993,2014,5,283.285140562249,medium
2343,459000.0,5,2.5,2650,12987,1.0,1350,1300,1979,98028,47.7482,-122.244,2014,8,173.20754716981133,large
2344,815000.0,4,2.25,2000,3800,2.0,2000,0,2001,98115,47.6852,-122.311,2014,5,407.5,medium
2345,495000.0,6,5.0,3440,4500,2.0,3280,160,2007,98055,47.4871,-122.219,2014,6,143.8953488372093,large
2346,520000.0,3,2.5,2280,58712,2.5,2280,0,1987,98010,47.3053,-122.0,2014,11,228.0701754385965,medium
2347,430000.0,2,1.5,1320,1194,3.0,1320,0,2001,98107,47.6704,-122.39,2014,12,325.75757575757575,small
2348,255000.0,4,2.5,2070,7800,2.0,2070,0,1989,98003,47.3487,-122.315,2014,5,123.18840579710145,medium
2349,588000.0,3,2.0,1860,4777,2.0,1860,0,1908,98115,47.6892,-122.311,2014,7,316.1290322580645,medium
2350,350000.0,3,1.0,940,7811,1.0,940,0,1959,98008,47.6195,-122.118,2014,11,372.3404255319149,medium
2351,625000.0,4,2.75,2290,21486,1.0,2290,0,1963,98006,47.5515,-122.189,2015,3,272.92576419213975,medium
2352,172500.0,2,2.0,1510,20685,1.0,1250,260,1958,98059,47.481,-122.116,2015,4,114.23841059602648,small
2353,554000.0,3,2.0,1830,3500,1.5,1290,540,1909,98116,47.573,-122.383,2014,8,302.73224043715845,medium
2354,775000.0,4,2.5,3090,7112,2.0,3090,0,2001,98052,47.705,-122.118,2014,7,250.80906148867314,medium
2355,1187500.0,4,3.5,4340,217800,2.0,4340,0,2003,98053,47.6471,-122.013,2014,11,273.6175115207373,medium
2356,618000.0,3,2.75,3200,12682,2.0,3200,0,1977,98028,47.7443,-122.26,2014,10,193.125,medium
2357,305000.0,4,1.0,1560,8450,1.5,1560,0,1954,98166,47.4552,-122.354,2014,9,195.51282051282053,medium
2358,232000.0,3,2.0,1280,13356,1.0,1280,0,1994,98042,47.3715,-122.074,2014,12,181.25,medium
2359,262000.0,4,2.5,2020,6236,2.0,2020,0,2002,98001,47.2796,-122.247,2014,5,129.7029702970297,medium
2360,234000.0,3,1.0,1040,8122,1.0,1040,0,1971,98198,47.3731,-122.312,2015,3,225.0,medium
2361,500000.0,4,2.75,2260,7209,1.0,1330,930,2002,98125,47.7088,-122.302,2015,4,221.23893805309734,medium
2362,278000.0,3,1.0,860,7632,1.0,860,0,1920,98166,47.4623,-122.345,2014,8,323.25581395348837,medium
2363,230000.0,5,1.0,1920,19040,1.0,1160,760,1961,98168,47.4756,-122.294,2014,9,119.79166666666667,large
2364,500000.0,4,1.75,2290,9215,1.0,1270,1020,1969,98027,47.5328,-122.051,2014,9,218.34061135371178,medium
2365,366500.0,4,2.75,2070,9300,1.0,1120,950,1945,98155,47.7416,-122.32,2014,5,177.05314009661836,medium
2366,665000.0,6,3.0,4250,4400,2.5,3020,1230,1902,98118,47.5584,-122.283,2014,6,156.47058823529412,large
2367,1101000.0,3,1.5,2220,4830,2.0,1790,430,1928,98116,47.5825,-122.4,2015,3,495.94594594594594,medium
2368,575000.0,2,1.75,1840,4076,1.0,1140,700,1957,98117,47.6875,-122.393,2014,12,312.5,small
2369,674750.0,4,2.5,2590,9753,2.0,2590,0,1993,98075,47.5848,-122.027,2014,11,260.5212355212355,medium
2370,719000.0,5,2.0,3110,6131,1.0,1560,1550,1940,98118,47.5615,-122.279,2014,9,231.18971061093248,large
2371,482000.0,3,1.75,2600,105587,1.0,1300,1300,1980,98070,47.4464,-122.497,2014,9,185.3846153846154,medium
2372,254000.0,2,1.0,1060,8187,1.0,1060,0,1952,98133,47.7508,-122.349,2014,5,239.62264150943398,small
2373,443725.0,3,1.75,1250,3880,1.0,750,500,1944,98117,47.6869,-122.392,2014,8,354.98,medium
2374,575000.0,4,2.5,2520,35636,2.0,2520,0,1980,98053,47.652,-122.031,2014,11,228.17460317460316,medium
2375,469000.0,3,2.25,2070,9957,1.0,1440,630,1977,98155,47.7766,-122.277,2015,1,226.57004830917873,medium
2376,175000.0,2,1.0,1300,44431,1.0,1300,0,1958,98001,47.327,-122.267,2014,5,134.6153846153846,small
2377,437000.0,5,2.0,2190,8316,1.0,1390,800,1961,98108,47.5488,-122.298,2014,9,199.54337899543378,large
2378,550000.0,4,3.0,2760,13113,1.0,1760,1000,1974,98028,47.7669,-122.268,2014,8,199.2753623188406,medium
2379,172040.0,3,2.25,1710,7134,1.0,1130,580,1979,98031,47.3911,-122.191,2015,4,100.60818713450293,medium
2380,363000.0,3,2.0,1750,7000,1.0,1750,0,1993,98038,47.3693,-122.041,2014,12,207.42857142857142,medium
2381,282000.0,3,2.25,1552,3600,2.0,1552,0,2012,98092,47.3198,-122.178,2015,4,181.70103092783506,medium
2382,400000.0,6,2.0,2350,6554,2.0,2000,350,1905,98178,47.5115,-122.256,2014,8,170.2127659574468,large
2383,650000.0,5,3.5,5110,10018,2.0,3850,1260,2003,98034,47.7261,-122.17,2014,9,127.20156555772994,large
2384,365000.0,3,2.5,1720,99916,2.0,1720,0,1990,98042,47.3391,-122.093,2014,6,212.2093023255814,medium
2385,269950.0,4,2.5,1960,7230,2.0,1960,0,2002,98023,47.2855,-122.36,2014,10,137.7295918367347,medium
2386,260000.0,2,1.0,1270,19602,1.0,1270,0,1977,98010,47.3375,-122.048,2014,7,204.7244094488189,small
2387,193000.0,3,1.5,1180,7000,1.0,1180,0,1977,98023,47.2959,-122.373,2014,10,163.5593220338983,medium
2388,340000.0,4,2.25,2230,6791,2.0,2230,0,2005,98038,47.3769,-122.028,2014,7,152.46636771300447,medium
2389,900000.0,4,3.25,4700,38412,2.0,3420,1280,1978,98005,47.6445,-122.167,2014,5,191.48936170212767,medium
2390,371000.0,3,2.5,2150,8361,2.0,2150,0,1991,98058,47.4627,-122.129,2014,10,172.5581395348837,medium
2391,592000.0,3,2.5,2400,81892,2.0,2400,0,1985,98045,47.5028,-121.769,2014,8,246.66666666666666,medium
2392,300000.0,3,2.5,1830,12750,2.0,1830,0,1991,98168,47.5003,-122.328,2014,8,163.9344262295082,medium
2393,449950.0,4,3.0,2800,6977,2.0,2800,0,2003,98038,47.3542,-122.014,2014,8,160.69642857142858,medium
2394,299500.0,3,2.5,2090,7163,2.0,2090,0,1989,98003,47.2735,-122.295,2014,10,143.30143540669857,medium
2395,995000.0,4,2.25,2340,13406,1.0,2340,0,1963,98040,47.5377,-122.221,2015,3,425.21367521367523,medium
2396,335000.0,4,1.75,1670,9472,1.0,1100,570,1960,98106,47.5299,-122.357,2014,9,200.5988023952096,medium
2397,280000.0,4,2.25,1990,7350,1.0,1180,810,1978,98003,47.3258,-122.328,2014,11,140.7035175879397,medium
2398,446000.0,4,2.25,2270,7800,1.0,1290,980,1977,98034,47.7278,-122.192,2014,5,196.47577092511014,medium
2399,1544500.0,4,2.75,4910,15139,1.0,2560,2350,1964,98004,47.6444,-122.22,2014,9,314.56211812627294,medium
2400,325000.0,3,1.0,950,4500,1.0,950,0,1943,98118,47.5273,-122.265,2015,4,342.10526315789474,medium
2401,450000.0,3,1.75,1610,11200,1.0,1610,0,1955,98033,47.6641,-122.176,2014,6,279.5031055900621,medium
2402,322500.0,4,2.5,1940,7107,2.0,1940,0,2000,98038,47.3843,-122.032,2014,10,166.23711340206185,medium
2403,453000.0,3,1.0,1210,9473,1.0,1210,0,1955,98006,47.5637,-122.139,2014,9,374.3801652892562,medium
2404,655000.0,4,2.5,2570,4412,2.0,2570,0,2001,98034,47.7076,-122.232,2014,10,254.86381322957197,medium
2405,603000.0,3,2.25,1700,2800,2.0,1150,550,1926,98115,47.6819,-122.311,2015,5,354.70588235294116,medium
2406,235000.0,4,1.0,1610,24000,1.5,1610,0,1947,98001,47.2751,-122.252,2014,9,145.96273291925465,medium
2407,968933.0,4,3.5,4120,7304,2.0,3070,1050,2006,98033,47.681,-122.167,2014,7,235.1779126213592,medium
2408,1015000.0,3,3.5,2880,11340,1.0,1690,1190,1980,98074,47.6113,-122.058,2014,11,352.43055555555554,medium
2409,435000.0,4,2.25,1990,8548,2.0,1990,0,1973,98033,47.667,-122.178,2014,12,218.5929648241206,medium
2410,242000.0,3,2.0,1260,8092,1.0,1260,0,1986,98038,47.3635,-122.054,2014,6,192.06349206349208,medium
2411,487000.0,6,3.25,4750,248600,2.0,4750,0,1947,98022,47.1879,-121.973,2014,10,102.52631578947368,large
2412,810000.0,4,2.75,3010,10450,2.0,3010,0,1996,98052,47.6979,-122.112,2014,8,269.10299003322257,medium
2413,625000.0,3,2.5,2410,64073,1.0,1820,590,1976,98072,47.7457,-122.141,2014,6,259.33609958506224,medium
2414,165000.0,3,1.5,1280,7742,1.0,1280,0,1973,98001,47.3323,-122.276,2014,10,128.90625,medium
2415,335000.0,3,1.0,2320,6750,1.0,1160,1160,1960,98118,47.5327,-122.276,2015,4,144.39655172413794,medium
2416,286700.0,3,1.0,1220,6600,1.0,1220,0,1958,98065,47.5297,-121.827,2014,7,235.0,medium
2417,699000.0,2,1.5,1400,4050,1.0,1400,0,1954,98115,47.6768,-122.269,2015,4,499.2857142857143,small
2418,280000.0,3,1.75,1590,7280,1.0,1140,450,1974,98058,47.4288,-122.153,2015,3,176.1006289308176,medium
2419,580000.0,4,2.5,2220,7064,2.0,2220,0,1988,98029,47.5716,-122.022,2014,6,261.26126126126127,medium
2420,754800.0,2,2.5,2770,7781,2.0,2770,0,2006,98053,47.7072,-122.017,2014,6,272.4909747292419,small
2421,525000.0,4,2.5,2303,16801,2.0,2303,0,1995,98019,47.7266,-121.966,2015,2,227.96352583586625,medium
2422,562000.0,3,1.75,1600,10530,1.0,1600,0,1962,98155,47.7437,-122.291,2015,2,351.25,medium
2423,575000.0,4,1.75,1280,6060,1.0,860,420,1926,98117,47.6805,-122.364,2014,5,449.21875,medium
2424,808900.0,5,2.5,2900,5901,2.0,2900,0,2006,98027,47.5396,-121.998,2014,7,278.9310344827586,large
2425,992000.0,3,2.25,2950,15207,1.0,2070,880,1966,98040,47.5571,-122.216,2015,3,336.271186440678,medium
2426,335000.0,3,2.5,1700,6698,2.0,1700,0,1997,98038,47.3826,-122.028,2014,9,197.05882352941177,medium
2427,473000.0,3,2.75,1050,7200,1.0,1050,0,1985,98125,47.7163,-122.303,2014,12,450.4761904761905,medium
2428,350000.0,4,2.75,2990,11210,1.0,1880,1110,1977,98023,47.3357,-122.336,2015,3,117.05685618729098,medium
2429,1600000.0,5,2.5,3100,5374,2.5,3100,0,1906,98122,47.6154,-122.283,2015,4,516.1290322580645,large
2430,305500.0,3,1.0,1240,6090,1.0,1240,0,1950,98155,47.7542,-122.307,2014,12,246.3709677419355,medium
2431,306000.0,2,1.0,780,13500,1.0,780,0,1946,98077,47.7383,-122.074,2014,5,392.3076923076923,small
2432,233000.0,2,2.25,850,1656,2.0,850,0,2001,98133,47.7064,-122.344,2014,12,274.11764705882354,small
2433,490000.0,3,1.75,1540,9000,1.0,1540,0,1971,98125,47.7152,-122.322,2015,3,318.1818181818182,medium
2434,445000.0,4,2.5,2280,42077,2.0,2280,0,1994,98042,47.3424,-122.077,2014,7,195.17543859649123,medium
2435,355000.0,3,2.25,2550,9674,1.0,1850,700,1959,98178,47.4856,-122.247,2014,11,139.2156862745098,medium
2436,360000.0,2,2.0,1770,7607,1.0,1770,0,1987,98058,47.4287,-122.163,2015,4,203.38983050847457,small
